figure_name,embryo_image,,Contrast RR ,Correlation RR,Energy RR,Homogeneity RR,Contrast TE,Correlation TE,Energy TE ,Homogeneity TE,DC1,Mean DC1,LC1,Mean LC1,DC2,Mean DC2,LC2,Mean LC2,Radius ER,Sum ER,Mean grey ER,Deviation RR,Mean grey RR,Mode value RR,Dark RR,Mean Count RR,Bright RR,Deviation TE,Mean grey TE, Mode grey TE,Dark TE,Mean Count TE,Bright TE,WSN,Area ICM,Convex ICM,Eccen ICM,Mean ICM,MFA Classification,TGA Classification,BLC Classification,Modal value
blq215,,,0.325559947,0.967130502,0.117843958,0.887247945,0.401207165,0.958488363,0.436355989,0.914065594,0,0,0,0,0,0,0,0,161,0.187773484,103.1127803,75.55874576,106.6044677,10,0.255673619,0.075579543,0.020764229,77.06533597,47.83608467,255,1.276175484,0.066584209,0.089559791,529,0.084760193,0.129015058,0.817402748,135.0281047,3,3,3,3
blq216,,,0.33606189,0.960379093,0.196658158,0.884032899,0.423882741,0.962634232,0.336800856,0.90181716,0,0,2,195.6376147,0,0,1,184.3081232,134,0.226518363,91.15141186,68.89959123,66.19512273,10,0.384085033,0.072329152,0.020843308,83.53925319,62.12171583,255,1.31504357,0.0747231,0.122027514,428,0.118709709,0.148648156,0.718268807,82.20464308,3,3,3,3
blq217,,,0.382333513,0.953806091,0.152195052,0.868142341,0.47240627,0.949075226,0.366658799,0.893360453,1,141.0573248,10,159.833945,0,0,0,0,137,0.260546368,84.61637752,68.49305934,72.09146287,10,0.346322673,0.086953925,0.02167876,75.52306371,51.96550336,255,1.348920541,0.092179522,0.083579683,530,0.102598749,0.141644049,0.87316144,126.236149,3,3,3,3
blq218,,,0.404389031,0.962292897,0.123998326,0.863903678,0.614852117,0.935808688,0.343143935,0.867336057,12,109.2201835,19,186.4669242,3,139.9856035,1,226.4382022,132,0.268893665,96.47787304,78.95525827,96.27381469,10,0.304921648,0.056901333,0.051889472,76.44862744,54.7682777,255,1.361422032,0.0920846,0.087239801,609,0.076340072,0.114347788,0.838735844,42.15570821,3,3,3,3
blq219,,,0.431544548,0.95594106,0.153847037,0.857773928,0.532190593,0.952794369,0.339868975,0.885926019,5,107.2229299,16,207.7173913,0,0,2,148.3853933,122,0.279943322,93.51718065,75.01891292,83.46490666,10,0.356187791,0.072493485,0.038831219,82.65893999,59.9456045,255,1.469904737,0.101499423,0.138322867,435,0.131330509,0.161445156,0.6234765,137.3502862,2,3,2,2
blq220,,,0.317770944,0.959638822,0.248238497,0.887555968,0.465565329,0.964371785,0.290843934,0.896234011,3,130.3673036,11,189.8413502,0,0,3,160.2741573,119,0.276725726,93.77630009,67.02011235,56.24142718,10,0.455689759,0.09810727,0.039289185,89.21634645,71.57359041,255,1.38701467,0.096487575,0.192003332,366,0.119956396,0.166058532,0.690216508,68.0647482,2,3,2,2
blq221,,,0.332442262,0.963954478,0.120910957,0.88320056,0.443095916,0.953152194,0.41791603,0.89809785,17,94.52770673,27,181.5993197,1,128.626506,1,167.4048059,163,0.203968001,99.39104379,73.00178618,95.68937981,10,0.27811679499999997,0.080144862,0.020316885,76.45863469,49.13979645,255,1.240941603,0.056097782,0.076994115,592,0.064347826,0.096677169,0.930311909,114.7275101,3,3,3,3
blq222,,,0.239232545,0.959388941,0.255968566,0.915245128,0.432892862,0.958342864,0.332610964,0.904236165,1,68.7027027,8,174.6025346,0,0,1,157.1550562,125,0.223784582,80.23407687,57.69087263,55.24081326,10,0.453383964,0.084529884,0.006328864,79.5210551,57.5899421,255,1.391993988,0.127289269,0.116490645,328,0.148671246,0.193142715,0.665445775,67.76157278,3,3,3,3
blq223,,,0.264945652,0.951287031,0.159840353,0.893770288,0.519553785,0.948855159,0.372393407,0.899021229,8,94.4076087,12,177.1594203,1,94.75280899,0,0,126,0.217399477,79.62251393,55.60081192,63.48952587,10,0.300952895,0.119864203,0.005053817,78.44260369,52.96706401,10,1.478762393,0.121445932,0.11280429,369,0.150610694,0.208521126,0.844512195,46.68737004,3,3,3,3
blq224,,,0.434683523,0.960381343,0.155665496,0.858699752,0.521987552,0.957303899,0.315879074,0.887080805,5,125.4101911,12,172.8455657,2,106.7608008,2,123.7685632,122,0.287321508,99.0887568,78.73404397,83.50753984,10,0.366611132,0.051903114,0.034388483,86.17371196,65.82858304,255,1.417403563,0.09329745,0.148575334,403,0.117422545,0.187251514,0.861281314,97.48325536,3,3,3,3
blq225,,,0.4,0.966748341,0.153324013,0.864813525,0.480544127,0.957330012,0.350584292,0.882135084,17,98.73707131,17,194.5251492,0,0,2,199.4968847,138,0.277660357,98.74099835,82.45702933,87.24140248,10,0.353805698,0.051102995,0.062264427,82.79542939,59.12140165,255,1.310913075,0.084908692,0.122279036,448,0.124424016,0.173743177,0.864291159,44.96859993,3,3,2,3
blq226,,,0.494120193,0.953541222,0.134235562,0.847443839,0.671464616,0.944453826,0.329078949,0.866463519,5,91.8089172,10,160.9211009,0,0,2,131.926513,129,0.264885242,102.2406698,78.00222352,89.45573524,10,0.33353652,0.060095378,0.04048191,85.45731136,64.1453315,255,1.365197748,0.070995733,0.125927785,532,0.101421887,0.150894707,0.887250397,52.7233359,3,3,2,3
blq227,,,0.372087133,0.944796466,0.205795704,0.857285666,0.616450216,0.947841893,0.285523765,0.86722164,5,107.9192661,12,142.3906728,0,0,1,204.8006231,116,0.325075391,88.97897341,62.07972463,59.35445903,10,0.42724209,0.082440521,0.017805945,84.6316042,66.87978111,255,1.433730698,0.113475177,0.181932498,402,0.138029555,0.2008857,0.888202681,92.44043238,3,3,3,3
blq228,,,0.288830507,0.96136086,0.164745048,0.891875599,0.506785205,0.949583523,0.361408601,0.89744587,2,108.7971014,6,180.146789,0,0,0,0,125,0.237474454,83.14691699,65.18163614,71.35477236,10,0.338159092,0.089672086,0.016811044,77.74365975,53.41450944,10,1.464775919,0.120723073,0.102923144,426,0.128826301,0.16507511,0.712913321,100.1807552,3,3,3,3
blq229,,,0.294545737,0.976174766,0.121447205,0.899836098,0.372895397,0.961631734,0.408492736,0.906538003,2,83.13761468,1,228.7297297,0,0,0,0,144,0.225331347,105.1787809,84.66244599,117.2495813,10,0.265247752,0.057435131,0.066556727,76.60253784,49.7595576,10,1.346208354,0.087067433,0.082918911,380,0.082547295,0.111693493,0.946455045,114.9769923,3,3,3,3
blq230,,,0.409673853,0.953637443,0.210468253,0.872569165,0.612837302,0.959661399,0.292913809,0.883263629,5,109.9302752,11,186.5221018,0,0,2,179.8269663,113,0.256761832,100.2350025,70.98212944,65.56949246,10,0.427050754,0.077914952,0.041371742,95.26092552,76.56590617,255,1.477805213,0.105185185,0.300631001,405,0.113802582,0.163798417,0.724535142,140.0891524,2,3,3,3
blq231,,,0.30282905,0.965961053,0.112313216,0.882509768,0.483335949,0.95276021,0.393913799,0.898434125,9,121.7502548,23,181.0189976,1,130.1596639,1,228.8696629,139,0.221289705,99.69598196,72.40327556,104.0879636,10,0.244416483,0.091652607,0.02962624,78.89251106,51.89256995,255,1.381909691,0.088020818,0.104721325,499,0.077554445,0.129918716,0.914992644,75.44174828,3,3,3,3
blq232,,,0.288683802,0.969368699,0.133407211,0.88729149,0.41970125,0.960394516,0.408921093,0.904655878,5,96.73027523,15,180.9993884,2,96.8744186,1,193.3302181,139,0.217533447,92.10312919,73.14934914,85.83007807,10,0.292830793,0.054162258,0.023592325,80.10111029,52.80190019,255,1.396436844,0.072292602,0.101575681,478,0.133920575,0.196714621,0.920661552,33.9508169,3,3,3,3
blq233,,,0.346691542,0.958562747,0.115731817,0.869291045,0.402867638,0.960207095,0.393480526,0.896646254,9,82.46381244,22,162.134808,0,0,1,138.3865169,146,0.242181917,92.76172931,69.48797921,85.37004035,10,0.267864657,0.105690453,0.029999257,78.80743947,51.97358321,255,1.317417886,0.073166506,0.115120913,472,0.072672946,0.113997994,0.911793165,48.49551857,3,3,3,3
blq234,,,0.312714356,0.964713826,0.151203409,0.883386752,0.606991212,0.946654221,0.356103907,0.884647986,6,93.55810398,18,212.6070853,0,0,1,169.6469501,124,0.248006792,90.11439296,71.02966808,78.62862591,10,0.328978863,0.085804698,0.031765995,82.6656704,58.14783065,10,1.473771755,0.098746399,0.152785103,475,0.170292752,0.245185092,0.884835935,105.1848435,3,3,3,3
blq235,,,0.332292018,0.958717371,0.139526675,0.876155632,0.465253604,0.960193674,0.367100181,0.894105177,11,108.0775646,20,172.0369565,0,0,0,0,140,0.255736009,98.33419406,68.28433994,84.82528485,10,0.311777386,0.081996585,0.016936816,84.39363096,58.87574671,255,1.317264354,0.076453627,0.136922259,633,0.092101878,0.137761323,0.816293934,90.51858149,3,3,3,3
blq236,,,0.344228895,0.967505052,0.114521017,0.889867059,0.564607785,0.932271335,0.424410705,0.893694624,5,91.71014493,11,173.3361134,1,95.83800623,3,161.5325843,152,0.208422436,99.25486608,78.33845766,108.6249421,255,0.254645242,0.067557143,0.036500694,71.81102178,45.17937239,255,1.324296326,0.07139236,0.069849457,567,0.068993281,0.085163282,0.944185763,78.70047235,3,3,3,3
blq237,,,0.332061069,0.935601217,0.13792295,0.872452884,0.366145619,0.950770833,0.318277123,0.895738306,3,72.87155963,10,135.2877095,0,0,1,115.9627907,111,0.214092527,76.44581397,54.99647188,69.2391469,10,0.289085718,0.11357147,0.004020745,67.27726186,52.12297046,10,1.58778626,0.139793718,0.028669658,272,0.031645461,0.050033574,0.973193285,120.1071817,3,3,3,3
blq238,,,0.341110248,0.917161384,0.152443142,0.860796824,0.370262948,0.960933295,0.406340698,0.917813849,3,74.91295117,11,122.7789825,0,0,0,0,126,0.281458439,74.5418168,49.09832843,60.65977393,10,0.288607693,0.14513329,0.001388835,75.26356483,48.87636704,10,1.529956406,0.122641873,0.082404228,483,0.161122534,0.251494397,0.894112355,74.78636018,3,3,3,3
blq239,,,0.440828402,0.954812203,0.129955484,0.854597959,0.509353207,0.952391403,0.366842037,0.895719723,7,133.3302752,10,193.1807339,0,0,0,0,130,0.2673238,94.69129858,74.9070951,90.91362347,10,0.313574455,0.074542208,0.033332166,80.42185903,55.72990862,255,1.415181541,0.095129722,0.107244144,588,0.091365733,0.128736784,0.847744109,151.1967098,3,3,3,3
blq240,,,0.286727457,0.921560955,0.209160926,0.88312702,0.589873894,0.932411618,0.315426343,0.877321529,2,103.9130435,10,124.4028986,0,0,2,138.3641457,116,0.262009535,70.69880624,46.26737238,48.78009154,10,0.391076908,0.148081082,0.00347065,72.77643015,52.34287214,10,1.498968865,0.185101353,0.109954228,489,0.138204155,0.200536499,0.844755683,55.95291145,3,3,3,3
blq241,,,0.322631988,0.963092915,0.146005441,0.872945643,0.47625498,0.953458273,0.360708467,0.890303794,6,107.1834862,16,158.8635321,0,0,2,174.3719101,126,0.269889732,86.79701909,70.48165453,76.47432584,10,0.329771228,0.066046835,0.028162494,78.48369003,55.00988873,10,1.466340033,0.098530149,0.088653987,407,0.209801065,0.302174535,0.844301533,92.06483645,2,2,2,2
blq242,,,0.359127458,0.950251507,0.215862071,0.874874328,0.394383988,0.962587179,0.33928504,0.908985539,2,137.0688073,7,168.1913499,0,0,2,168.947191,125,0.248841937,83.27494718,63.70227675,60.8427673,10,0.416281002,0.076341917,0.015031051,80.07449379,58.40497734,255,1.413551679,0.105652466,0.106680907,476,0.129586379,0.225839886,0.944435425,95.9939213,3,3,3,3
blq243,,,0.348994213,0.960620218,0.104938508,0.878440768,0.57280122,0.944214428,0.399668838,0.889347583,12,73.34903382,29,181.8924051,0,0,6,151.3823529,141,0.218194614,98.12299743,71.8857335,97.57967161,255,0.237164551,0.100243963,0.037005565,78.98929823,52.7910994,10,1.374167375,0.066801897,0.086702667,509,0.05177647,0.071257492,0.938826949,73.10424217,3,3,3,3
blq244,,,0.27835703,0.976676691,0.120874035,0.901692593,0.448571429,0.95244953,0.402821272,0.905531351,14,86.73984273,18,209.558104,4,85.17865169,1,195.3968992,151,0.17550949,103.822662,82.93216601,110.2392803,10,0.273870758,0.056130815,0.057231419,76.06742408,49.27773424,255,1.288785068,0.082500393,0.083017003,493,0.06163566,0.078395978,0.91045041,132.4841757,3,3,3,3
blq245,,,0.402946593,0.96321393,0.105300012,0.863762131,0.584023507,0.943543211,0.362919016,0.881009407,19,64.56674294,30,187.3062802,2,62.18347339,3,147.6771536,136,0.270208884,103.5267085,79.67512425,105.2184305,10,0.265071274,0.072586307,0.055187571,79.29461463,56.54351112,10,1.360184366,0.065901529,0.078813223,551,0.049810465,0.061123511,0.435415115,146.4518729,3,3,3,3
blq246,,,0.316987946,0.968769102,0.137562636,0.88679778,0.603034853,0.929820119,0.389651012,0.88155485,8,87.4162844,14,177.2975098,0,0,2,145.551756,149,0.207623326,89.65314197,75.92558204,85.08438937,10,0.316250088,0.066886042,0.03617354,73.13170629,48.0031176,255,1.293635791,0.077901468,0.078694952,683,0.095154694,0.145717442,0.832988591,127.5584606,2,3,2,2
blq247,,,0.375117623,0.914782633,0.18749528,0.861777337,0.545961164,0.949568101,0.338783809,0.886058941,1,87.94495413,19,136.7574371,0,0,2,115.2408964,132,0.245656166,82.03767584,50.25210256,52.14210298,10,0.364830098,0.147482375,0.006181296,81.12857876,59.52461363,255,1.348825554,0.085268469,0.093688396,711,0.029379815,0.039743286,0.694120881,53.31364216,3,3,3,3
blq248,,,0.357037236,0.958202158,0.108417725,0.86990743,0.480204917,0.953099811,0.391659928,0.910429702,6,98.19877676,15,178.6006116,2,82.77258567,1,81.9408867,132,0.265806293,97.58344056,70.61157938,99.97390491,113,0.242941629,0.099000969,0.023188212,78.94216619,54.14124825,10,1.43766915,0.06739283,0.106485349,334,0.123899662,0.222090424,0.901845721,66.71359468,3,3,3,3
blq249,,,0.380847953,0.960592884,0.201747759,0.866775548,0.506699997,0.953858447,0.323437214,0.886531501,4,127.266055,12,183.3425076,0,0,0,0,122,0.278168281,89.64852919,73.70952839,71.47195523,10,0.416890939,0.054338075,0.032209834,81.71766548,60.73484733,255,1.42979196,0.103507198,0.134649067,334,0.162934262,0.221905767,0.862772774,139.8133984,2,2,2,2
blq250,,,0.275088377,0.950687422,0.207337097,0.903780606,0.451422665,0.961552601,0.324512284,0.902684905,1,113.8378378,6,166.8058104,0,0,0,0,129,0.257080997,89.26649911,56.66929586,61.18899925,10,0.3978271,0.084155043,0.002545807,84.65863406,63.40572908,255,1.334791495,0.090931909,0.134640898,427,0.151376924,0.20730102,0.708584838,42.63624623,3,3,2,3
blq251,,,0.416651551,0.920411613,0.229919443,0.860539159,0.618139306,0.94906099,0.312541968,0.871240023,3,113.5168196,9,156.3618756,0,0,0,0,120,0.273989656,84.70863605,54.30140452,49.14958786,10,0.439935138,0.136255124,0.011440926,85.84048065,65.5524238,255,1.438403676,0.083194451,0.158866718,497,0.195942219,0.317362591,0.812854723,70.04602861,3,3,2,3
blq252,,,0.303939459,0.960994847,0.223801916,0.883330266,0.558594207,0.949330761,0.300026652,0.87913397,3,117.775,11,178.5032938,0,0,3,152.0837209,114,0.300381074,86.51918337,66.26325495,62.26916724,10,0.43342746,0.06819756,0.018914167,81.67116842,63.41366997,255,1.495071661,0.12904257,0.157227343,341,0.146535757,0.203314265,0.889353522,97.48131991,3,3,3,3
blq253,,,0.340881558,0.96235615,0.233407591,0.885387684,0.56343417,0.954719993,0.283213617,0.877670909,2,109.9130435,10,187.8057971,0,0,1,129.3299857,119,0.281243789,95.6981075,71.27885782,66.62589662,10,0.445971586,0.051969087,0.023184784,86.8124466,69.87453934,255,1.373779444,0.112591976,0.153685964,503,0.133279838,0.181107965,0.775476833,40.20333977,3,3,3,3
blq254,,,0.430842912,0.951785261,0.203326906,0.86164751,0.681778505,0.944000772,0.297144794,0.864422492,3,82.21100917,11,199.2358366,0,0,2,194.5373134,118,0.286922392,92.28637392,71.38521405,64.41403092,10,0.420118906,0.089179548,0.045755054,85.54089788,66.97191489,255,1.429678954,0.09940547,0.161189061,347,0.122829681,0.164198385,0.725212496,126.8421184,3,3,3,3
blq255,,,0.314582855,0.96628061,0.1330766,0.889751809,0.388724591,0.957640759,0.429674787,0.91257208,5,113.5688073,17,173.4937602,0,0,1,153.0369686,160,0.224246828,104.7917375,74.1267221,111.5627848,10,0.25365649,0.068953681,0.013767853,75.20390155,47.10070656,255,1.274365477,0.066989569,0.082721535,517,0.072841343,0.084936609,0.818098881,129.1188627,3,3,3,3
blq256,,,0.42354435,0.966908375,0.101606997,0.851366791,0.602361634,0.942173388,0.376223744,0.883348663,7,85.69772257,13,200.2081863,1,157.2494382,1,206.32493,116,0.29846283,105.0713642,86.45597293,116.3150309,255,0.258636998,0.060447728,0.101752173,79.1462628,53.76134396,10,1.539975677,0.100130625,0.11080582,425,0.084053441,0.125007661,0.902891832,67.18702151,3,3,2,3
blq257,,,0.430659699,0.936782822,0.106666965,0.834460061,0.536482841,0.936888249,0.37324836,0.88094452,7,82.05635649,22,149.9866555,0,0,1,91.9047619,127,0.260367185,83.75309722,63.27574037,85.62964357,10,0.251985397,0.120666943,0.013624901,71.81072824,48.01960662,10,1.483947458,0.120629305,0.07715759,499,0.046022354,0.064914329,0.951574085,55.34460641,3,3,3,3
blq258,,,0.385180482,0.953727765,0.124857489,0.865640251,0.621356492,0.939569653,0.336626415,0.879519297,3,90.11594203,14,202,0,0,1,149.5977528,120,0.249409059,89.32539696,69.86050529,82.5782172,10,0.292464303,0.112292239,0.039908112,78.57792548,56.96955586,10,1.499211747,0.113733616,0.089500473,418,0.067858261,0.103561366,0.887783921,111.6302724,3,3,3,3
blq259,,,0.293015976,0.972154891,0.146862878,0.900844411,0.3844181,0.955821049,0.444032118,0.912360113,0,0,0,0,0,0,0,0,136,0.20345261,102.4410963,78.14758735,102.9107627,10,0.309216355,0.056377352,0.035947274,73.25922215,44.75165921,10,1.365405783,0.068458214,0.092458858,337,0.119027367,0.15205335,0.855963846,64.32720343,3,3,3,3
blq260,,,0.511042312,0.950195674,0.142850146,0.842110136,0.515502505,0.952822715,0.345427275,0.888514992,6,113.0748792,13,181.7353564,0,0,1,153.2016807,131,0.264575037,93.87855434,76.88874008,80.22129886,10,0.344892446,0.072945522,0.06114702,81.32544196,59.38554924,255,1.370507165,0.083102493,0.091788927,494,0.077810565,0.116006636,0.852148386,120.9389648,3,3,3,3
blq261,,,0.274163194,0.974609993,0.166544566,0.896124911,0.392084869,0.961489567,0.341962517,0.908373416,7,135.4783748,19,183.0738774,0,0,1,125.4764045,132,0.255393263,94.93093727,78.22352954,85.72986067,10,0.362691704,0.050051789,0.040094891,78.66694183,57.2532782,255,1.336162251,0.107922082,0.076581242,460,0.121489843,0.164117419,0.778522943,139.1583762,3,3,3,3
blq262,,,0.299556213,0.964397528,0.131328156,0.884013647,0.41215468,0.955144671,0.37936139,0.900976457,7,78.4259502,18,197.6529791,1,106.6808989,1,206.3216266,130,0.219445472,86.66534488,69.84199181,82.26249081,10,0.29361717,0.100696754,0.034417562,74.58448684,51.31603584,10,1.444452225,0.095654914,0.065929064,426,0.120078108,0.2135507,0.916901452,61.17663421,3,3,3,3
blq263,,,0.42812362,0.963726861,0.136934018,0.865196994,0.580376902,0.948898457,0.341987611,0.881220773,0,0,3,179.5137615,0,0,0,0,121,0.27376259,98.7916186,81.90878967,97.43436691,10,0.322705145,0.048024209,0.045261173,82.78606262,60.46946506,255,1.486162888,0.087364589,0.132406473,316,0.149439967,0.198294212,0.912503248,58.58683694,2,2,2,2
blq264,,,0.346187144,0.949692417,0.12973956,0.863775891,0.499194431,0.951483347,0.377852109,0.898814554,8,105.8061927,21,156.4725757,1,98.30218069,1,197.5220884,129,0.247306563,85.97232358,62.9305301,76.55652766,10,0.29395102,0.098892036,0.009788806,78.98077804,53.501673,255,1.455806949,0.096310373,0.108644985,577,0.057852963,0.072527988,0.917615489,110.5483217,3,3,3,3
blq265,,,0.433960406,0.9521618,0.202965634,0.86221865,0.61861773,0.940369927,0.309343357,0.870266703,2,58.05072464,5,186.5431193,0,0,2,171.1617978,117,0.287150908,82.64742397,71.39001059,63.94288229,10,0.419384811,0.083916084,0.038143675,79.05635206,58.33579547,255,1.480708103,0.143821214,0.110812265,504,0.13738693,0.216719524,0.706035773,84.88469411,2,2,2,2
blq266,,,0.342977653,0.970878103,0.127287846,0.882975635,0.428888718,0.955794249,0.413096444,0.903088146,3,96.75845411,8,188.9002294,0,0,1,174.9685393,162,0.205365912,114.3811117,82.74178989,122.1030411,10,0.266702279,0.061356813,0.047505019,77.40008535,50.90345925,255,1.235738363,0.05043379,0.075429645,506,0.069146359,0.096498908,0.756501054,152.0481868,1,1,1,1
blq267,,,0.402876731,0.966578797,0.137180341,0.866800533,0.551504949,0.957120142,0.347641264,0.881649708,10,124.2073394,18,200.7278772,2,163.5438202,1,136.1168539,132,0.255448068,108.0434588,83.04462124,101.1979685,10,0.327608674,0.053359618,0.05158876,87.81917479,64.09658951,255,1.362257342,0.064953724,0.150289017,478,0.109603067,0.150582477,0.849053833,53.83595352,2,2,2,2
blq268,,,0.300977162,0.971637557,0.140893868,0.905085882,0.432592138,0.956107998,0.456377641,0.911011998,0,0,0,0,0,0,0,0,179,0.140195035,118.2310964,78.95113316,124.8896183,10,0.244497749,0.059574408,0.024547967,77.76051316,48.46230257,255,1.209373115,0.034030496,0.06482066,613,0.056336145,0.066615539,0.893364568,56.17060072,1,1,1,1
blq269,,,0.313833565,0.970873654,0.130199377,0.893105274,0.380679137,0.955459272,0.45352415,0.911946681,1,72.83486239,4,168.5114679,0,0,1,203.8292135,173,0.175634651,109.9789036,79.34463458,120.0199462,10,0.250580546,0.057254902,0.034017686,72.52561712,44.21090527,10,1.233079585,0.055547866,0.05207228,505,0.069701633,0.088977294,0.913906529,76.86086582,3,3,2,3
blq270,,,0.304084617,0.971390617,0.127353744,0.889087079,0.415572199,0.957298052,0.43474125,0.90550291,3,76.11594203,5,189.3027523,1,102.7325843,3,181.1116105,167,0.177034123,112.4446789,78.72008389,117.4707616,10,0.252722315,0.057731714,0.024234111,77.62576867,49.8544761,255,1.241291131,0.041084523,0.071178174,543,0.062932854,0.089094688,0.850445199,61.36878347,2,2,1,2
blq271,,,0.255746891,0.973445822,0.155150988,0.918002418,0.408094798,0.948291681,0.46502985,0.915319796,0,0,0,0,0,0,0,0,181,0.136307481,106.1156606,75.04111011,114.0172792,10,0.253632167,0.058468703,0.015263953,70.0039307,41.51017104,255,1.211203551,0.054097847,0.04935935,483,0.055007888,0.084637058,0.419095715,126.8040075,2,2,2,2
blq272,,,0.280300444,0.975603657,0.131633608,0.897060738,0.500876619,0.945336355,0.384025742,0.890176456,17,98.51214247,24,204.1431159,3,89.70782889,5,186.6391011,147,0.220573476,102.8153153,81.55043685,109.716858,10,0.289354267,0.05981703,0.04802349,74.70576973,50.00013978,255,1.295517969,0.086121964,0.063165813,570,0.069838418,0.092692586,0.862258706,160.9386144,1,1,1,1
blq273,,,0.352318734,0.970328844,0.137556948,0.888821403,0.495465871,0.947361009,0.400413777,0.89237805,5,64.6057971,1,246.5507246,2,58.89162562,0,0,150,0.198582928,108.0550889,82.90492985,116.9966805,10,0.284723335,0.049083125,0.03777386,75.79818307,50.50998311,255,1.299077402,0.0630709,0.070442526,418,0.086054579,0.109835792,0.875272064,161.5491607,1,2,1,1
blq274,,,0.305985319,0.971040098,0.130538947,0.888431005,0.454166667,0.955687024,0.41008559,0.899161208,15,81.21834862,31,179.7549985,4,111.2640449,5,159.501573,161,0.210663404,106.1109655,78.07969635,102.3969941,10,0.292629448,0.060999606,0.034107307,79.35649139,52.86600479,255,1.238582485,0.048855906,0.074248983,720,0.058049036,0.072840791,0.893755686,145.6405926,1,2,1,1
blq275,,,0.344382765,0.966196509,0.131765511,0.883755051,0.50368174,0.954732826,0.371110134,0.882281849,11,89.41897233,14,163.9921363,0,0,0,0,143,0.247391023,107.0144906,76.88530284,106.6712952,10,0.281709402,0.062932281,0.021827745,82.45293086,56.82725762,255,1.305115056,0.072610125,0.131045365,548,0.066444504,0.090072561,0.882950211,102.8485682,2,2,2,2
blq276,,,0.283848583,0.973808163,0.133508327,0.908123303,0.435001797,0.951487258,0.41633883,0.904643917,19,102.623118,17,195.8008635,3,113.1992509,4,167.782194,159,0.210569777,104.5251222,79.28588271,109.8257098,10,0.281026218,0.063769916,0.038250306,74.53068855,47.94706883,255,1.257156164,0.071047371,0.061906887,552,0.079713654,0.099041112,0.930166437,138.9555948,2,2,2,2
blq277,,,0.461146321,0.959752694,0.116967961,0.847846186,0.515988815,0.955519046,0.373201529,0.886407252,22,81.28023353,21,186.0690258,6,104.4446978,4,154.3275281,141,0.27363987,105.4069477,80.953031,101.854527,10,0.294865821,0.055480935,0.044187385,83.81644582,58.25933056,255,1.327101779,0.064334859,0.138071873,404,0.071765212,0.092625909,0.530907292,146.7145494,2,2,1,2
blq278,,,0.193170896,0.979652683,0.17772717,0.9346807,0.355844537,0.957927741,0.479910792,0.924486846,1,37.21019108,2,178.9678899,0,0,1,164.7348315,190,0.128285056,110.4472818,74.60993374,115.8890339,10,0.256306797,0.050705811,0.012607608,72.36587835,42.85923935,255,1.192897595,0.042372577,0.046862466,549,0.079126387,0.166186142,0.909843766,142.3047551,2,1,1,1
blq279,,,0.33711964,0.962197914,0.114073293,0.877144957,0.373496292,0.957896407,0.456888225,0.912372724,6,95,15,179.7192661,0,0,2,165.7114846,166,0.18737497,101.1452615,72.26200434,105.2280092,10,0.247395878,0.094488731,0.022830185,74.07501684,45.33434343,255,1.275305177,0.052667826,0.065942391,489,0.076906843,0.150120535,0.95008374,143.885277,3,3,3,3
blq280,,,0.348051948,0.961538846,0.111336061,0.879409602,0.5019081,0.949980652,0.426513115,0.894624893,10,101.187156,18,178.1534149,0,0,4,170.1771709,161,0.193827524,105.1526286,72.77415177,105.3587452,126,0.242442983,0.096306291,0.028653886,78.46464272,50.45913762,255,1.270066153,0.047150541,0.081314068,605,0.061703976,0.085989973,0.926945187,152.0543554,1,2,1,1
blq281,,,0.462560706,0.947438185,0.13741326,0.846119521,0.562551867,0.949614923,0.34168541,0.881616014,11,95.69340017,15,173.6956522,1,94.15280899,3,147.0965347,121,0.292438104,89.53270433,70.79659116,78.73106443,10,0.32915223,0.072321389,0.022849875,82.40388775,58.35562404,255,1.484627867,0.111530196,0.191263541,404,0.09831036,0.134231735,0.65995364,60.41242347,3,3,2,3
blq282,,,0.364060258,0.968573889,0.119131793,0.873639236,0.478035282,0.95273315,0.385656213,0.893103446,13,102.8263938,21,190.8392311,2,99.58263305,4,207.3214286,148,0.22646737,104.9370181,81.72999771,105.766163,10,0.286329566,0.065413444,0.058322427,78.52932762,53.5751106,255,1.28825699,0.066817371,0.075407496,450,0.080735702,0.120302343,0.907144493,44.76457371,3,3,2,3
blq283,,,0.332985075,0.97057689,0.135768951,0.890176143,0.425879844,0.95551111,0.397271294,0.902089463,2,63.37681159,4,176.983945,1,102.5266106,0,0,146,0.238060434,102.4485422,80.52375361,107.4106582,10,0.288260192,0.045394916,0.034306082,76.85069001,50.95599957,255,1.319398035,0.073958565,0.089948269,428,0.120160048,0.158848647,0.809886658,157.7561521,1,1,1,1
blq284,,,0.345686815,0.969320491,0.116678951,0.873990813,0.475582106,0.954846847,0.411514967,0.896941356,21,108.517992,25,181.061232,5,125.8572122,4,192.1631653,160,0.199950831,112.2713908,80.76424807,113.4314563,10,0.267271791,0.064586869,0.041360767,80.48730044,53.81531235,255,1.247344635,0.045422475,0.077248718,520,0.069595635,0.084762576,0.881265761,53.80220055,1,2,1,1
