# ET,Lab,Satellite,Customer ID,ET Date,ET Location (recipient farm),Recipient ID,Recipient ID.1,Cow/Heifer,Heat,CL Side,CL measure (mm),Protocol,Fresh or Frozen,# Cane if Frozen,Freezing date,ET Tech,ET assistant,BCScore,Embryo Stage 4-8,Embryo Grade,Heat.1,Heat day,1st PC date,1st PC Result,2nd PC date,2nd PC Result,Fetal Sexing,OPU Date,Donor,Donor Breed,Donor BW EPD,SIRE Name,SIRE BW EPD,Semen type,SIRE Breed,CLIENT,DIP,DIP.1,target_pregnant,et_month,et_dayofweek,opu_lag_days,freeze_lag_days
237.0,DZF,DZF,DZF,2025-11-13,DZF,252,Local crossbred,Cow,,left,13.0,CIDR+Estradiol+PGF+GnRH,Fresh,,,Ruben,Umer,,7.0,1.0,,7.0,2025-12-12,Pregnant,,,,2025-11-05,BrafordBBQ,Braford,,JDH Janos Manso 709,2.0,Conventional,Grey Brahman,,,97.0,1.0,2025-11,3.0,8.0,
238.0,DZF,DZF,DZF,2025-11-13,DZF,253,Local crossbred,Cow,,right,14.0,CIDR+Estradiol+PGF+GnRH,Fresh,,,Ruben,Umer,,7.0,1.0,,7.0,2025-12-12,Open,,,,2025-11-05,991,Grey Brahman,2.1,SM007,,Conventional,Beef Crossbred,,,,0.0,2025-11,3.0,8.0,
239.0,DZF,DZF,DZF,2025-11-13,DZF,254,Local crossbred,Cow,,right,14.0,CIDR+Estradiol+PGF+GnRH,Fresh,,,Ruben,Umer,,7.0,1.0,,7.0,2025-12-12,Pregnant,,,,2025-11-05,BrafordBBQ,Braford,,JDH Janos Manso 709,2.0,Conventional,Grey Brahman,,,97.0,1.0,2025-11,3.0,8.0,
240.0,DZF,DZF,DZF,2025-11-13,DZF,259,Local crossbred,Cow,,right,13.0,CIDR+Estradiol+PGF+GnRH,Fresh,,,Ruben,Umer,,6.0,1.0,,7.0,2025-12-12,Open,,,,2025-11-05,NK1,Beef crossbred,,SM007,,Conventional,Beef Crossbred,,,,0.0,2025-11,3.0,8.0,
241.0,DZF,DZF,DZF,2025-11-13,DZF,261,Local crossbred,Cow,,right,15.5,CIDR+Estradiol+PGF+GnRH,Fresh,,,Ruben,Umer,,7.0,1.0,,7.0,2025-12-12,Open,,,,2025-11-05,BrafordBBQ,Braford,,JDH Janos Manso 709,2.0,Conventional,Grey Brahman,,,,0.0,2025-11,3.0,8.0,
242.0,DZF,DZF,DZF,2025-11-13,DZF,264,Local crossbred,Cow,,left,10.5,CIDR+Estradiol+PGF+GnRH,Fresh,,,Ruben,Umer,,7.0,1.0,,7.0,2025-12-12,Open,,,,2025-11-05,991,Grey Brahman,2.1,SM007,,Conventional,Beef Crossbred,,,,0.0,2025-11,3.0,8.0,
243.0,DZF,DZF,DZF,2025-11-14,DZF,134,Local crossbred,Cow,,right,13.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Javeria,,7.0,1.0,,7.0,2025-12-12,Open,,,,2025-11-06,85M,Angus,-6.1,Reconquista 413 Eterno GC Bartolome,,Conventional,Angus,,,,0.0,2025-11,4.0,8.0,
244.0,DZF,DZF,DZF,2025-11-14,DZF,172,Local crossbred,Cow,,right,10.5,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Javeria,,6.0,1.0,,7.0,2025-12-12,Open,,,,2025-11-06,D2,Nukra,,BRC MR. JUMANJI 67,2.1,Conventional,Grey Brahman,,,,0.0,2025-11,4.0,8.0,
245.0,DZF,DZF,DZF,2025-11-14,DZF,186,Local crossbred,Cow,,right,13.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Javeria,,6.0,1.0,,7.0,2025-12-12,Open,,,,2025-11-06,29M,Angus,-7.6,Reconquista 413 Eterno GC Bartolome,,Conventional,Angus,,,,0.0,2025-11,4.0,8.0,
246.0,DZF,DZF,DZF,2025-11-14,DZF,189,Local crossbred,Cow,,right,19.5,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Javeria,,4.0,1.0,,7.0,2025-12-12,Open,,,,2025-11-06,600,Grey Brahman,1.6,JDH Janos Manso 709,2.0,Conventional,Grey Brahman,,,,0.0,2025-11,4.0,8.0,
247.0,DZF,DZF,DZF,2025-11-14,DZF,214,Local crossbred,Cow,,left,19.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Javeria,,5.0,1.0,,7.0,2025-12-12,Open,,,,2025-11-06,233M,Angus,-2.6,Reconquista 413 Eterno GC Bartolome,,Conventional,Angus,,,,0.0,2025-11,4.0,8.0,
248.0,DZF,DZF,DZF,2025-11-14,DZF,225,Local crossbred,Cow,,right,10.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Javeria,,7.0,1.0,,7.0,2025-12-12,Open,,,,2025-11-06,608,Grey Brahman,1.9,JDH Janos Manso 709,2.0,Conventional,Grey Brahman,,,,0.0,2025-11,4.0,8.0,
249.0,DZF,DZF,DZF,2025-11-14,DZF,234,Local crossbred,Cow,,right,9.5,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Javeria,,7.0,1.0,,7.0,2025-12-12,Open,,,,2025-11-06,608,Grey Brahman,1.9,JDH Janos Manso 709,2.0,Conventional,Grey Brahman,,,,0.0,2025-11,4.0,8.0,
250.0,DZF,DZF,DZF,2025-11-14,DZF,241,Local crossbred,Cow,,left,10.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Javeria,,7.0,1.0,,7.0,2025-12-12,Pregnant,,,,2025-11-06,29M,Angus,-7.6,Reconquista 413 Eterno GC Bartolome,,Conventional,Angus,,,96.0,1.0,2025-11,4.0,8.0,
251.0,DZF,DZF,DZF,2025-11-14,DZF,242,Local crossbred,Cow,,left,12.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Javeria,,4.0,1.0,,7.0,2025-12-12,Open,,,,2025-11-06,600,Grey Brahman,1.6,JDH Janos Manso 709,2.0,Conventional,Grey Brahman,,,,0.0,2025-11,4.0,8.0,
252.0,DZF,DZF,DZF,2025-11-14,DZF,243,Local crossbred,Cow,,left,12.5,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Javeria,,7.0,1.0,,7.0,2025-12-12,Pregnant,,,,2025-11-06,608,Grey Brahman,1.9,JDH Janos Manso 709,2.0,Conventional,Grey Brahman,,,96.0,1.0,2025-11,4.0,8.0,
253.0,DZF,DZF,DZF,2025-11-14,DZF,244,Local crossbred,Cow,,right,10.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Javeria,,7.0,1.0,,7.0,2025-12-12,Pregnant,,,,2025-11-06,29M,Angus,-7.6,Reconquista 413 Eterno GC Bartolome,,Conventional,Angus,,,96.0,1.0,2025-11,4.0,8.0,
254.0,DZF,DZF,DZF,2025-11-14,DZF,255,Local crossbred,Cow,,right,18.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Javeria,,6.0,1.0,,7.0,2025-12-12,Open,,,,2025-11-06,29M,Angus,-7.6,Reconquista 413 Eterno GC Bartolome,,Conventional,Angus,,,,0.0,2025-11,4.0,8.0,
255.0,DZF,DZF,DZF,2025-11-14,DZF,256,Local crossbred,Cow,,right,10.5,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Javeria,,7.0,1.0,,7.0,2025-12-12,Open,,,,2025-11-06,608,Grey Brahman,1.9,JDH Janos Manso 709,2.0,Conventional,Grey Brahman,,,,0.0,2025-11,4.0,8.0,
256.0,DZF,DZF,DZF,2025-11-14,DZF,271,Local crossbred,Cow,,right,10.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Javeria,,6.0,1.0,,7.0,2025-12-12,Open,,,,2025-11-06,608,Grey Brahman,1.9,JDH Janos Manso 709,2.0,Conventional,Grey Brahman,,,,0.0,2025-11,4.0,8.0,
257.0,DZF,DZF,DZF,2025-11-14,DZF,272,Local crossbred,Cow,,right,10.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Javeria,,6.0,1.0,,7.0,2025-12-12,Pregnant,,,,2025-11-06,D3,Nukra,,BRC MR. JUMANJI 67,2.1,Conventional,Grey Brahman,Dawood,-96.0,96.0,1.0,2025-11,4.0,8.0,
258.0,DZF,DZF,DZF,2025-11-14,DZF,273,Local crossbred,Cow,,right,14.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Javeria,,6.0,1.0,,7.0,2025-12-12,Open,,,,2025-11-06,85M,Angus,-6.1,Reconquista 413 Eterno GC Bartolome,,Conventional,Angus,,,,0.0,2025-11,4.0,8.0,
259.0,DZF,DZF,DZF,2025-11-14,DZF,277,Local crossbred,Cow,,right,13.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Javeria,,6.0,1.0,,7.0,2025-12-12,Pregnant,,,,2025-11-06,D3,Nukra,,BRC MR. JUMANJI 67,2.1,Conventional,Grey Brahman,Dawood,-96.0,96.0,1.0,2025-11,4.0,8.0,
260.0,DZF,DZF,DZF,2025-11-14,DZF,278,Local crossbred,Cow,,right,12.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Javeria,,4.0,1.0,,7.0,2025-12-12,Open,,,,2025-11-06,600,Grey Brahman,1.6,JDH Janos Manso 709,2.0,Conventional,Grey Brahman,,,,0.0,2025-11,4.0,8.0,
261.0,DZF,DZF,DZF,2025-11-14,DZF,280,Local crossbred,Cow,,right,10.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Javeria,,5.0,1.0,,7.0,2025-12-12,Open,,,,2025-11-06,233M,Angus,-2.6,Reconquista 413 Eterno GC Bartolome,,Conventional,Angus,,,,0.0,2025-11,4.0,8.0,
262.0,DZF,DZF,DZF,2025-11-14,DZF,282,Local crossbred,Cow,,right,11.5,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Javeria,,6.0,1.0,,7.0,2025-12-12,Open,,,,2025-11-06,D2,Nukra,,BRC MR. JUMANJI 67,2.1,Conventional,Grey Brahman,,,,0.0,2025-11,4.0,8.0,
263.0,DZF,DZF,DZF,2025-11-14,DZF,283,Local crossbred,Cow,,right,13.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Javeria,,7.0,1.0,,7.0,2025-12-12,Open,,,,2025-11-06,D2,Nukra,,BRC MR. JUMANJI 67,2.1,Conventional,Grey Brahman,,,,0.0,2025-11,4.0,8.0,
264.0,DZF,DZF,DZF,2025-11-14,DZF,285,Local crossbred,Cow,,right,13.25,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Javeria,,5.0,1.0,,7.0,2025-12-12,Open,,,,2025-11-06,608,Grey Brahman,1.9,JDH Janos Manso 709,2.0,Conventional,Grey Brahman,,,,0.0,2025-11,4.0,8.0,
265.0,DZF,DZF,DZF,2025-11-14,DZF,289,Local crossbred,Cow,,left,15.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Javeria,,7.0,1.0,,7.0,2025-12-12,Open,,,,2025-11-06,608,Grey Brahman,1.9,JDH Janos Manso 709,2.0,Conventional,Grey Brahman,,,,0.0,2025-11,4.0,8.0,
266.0,DZF,DZF,DZF,2025-11-14,DZF,291,Local crossbred,Cow,,left,12.5,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Javeria,,7.0,1.0,,7.0,2025-12-12,Open,,,,2025-11-06,85M,Angus,-6.1,Reconquista 413 Eterno GC Bartolome,,Conventional,Angus,,,,0.0,2025-11,4.0,8.0,
267.0,DZF,DZF,DZF,2025-11-14,DZF,156,Local crossbred,Cow,,right,14.0,CIDR+GnRH+PGF+GnRH,Frozen,,2025-11-13,Ruben,Javeria,,6.0,1.0,,7.0,2025-12-12,Open,,,,2025-11-05,984,Grey Brahman,2.2,SM007,,Conventional,Beef Crossbred,,,,0.0,2025-11,4.0,9.0,1.0
268.0,DZF,DZF,DZF,2025-11-14,DZF,249,Local crossbred,Cow,,left,9.0,CIDR+GnRH+PGF+GnRH,Frozen,,2025-11-13,Ruben,Javeria,,7.0,1.0,,7.0,2025-12-12,Open,,,,2025-11-05,984,Grey Brahman,2.2,SM007,,Conventional,Beef Crossbred,,,,0.0,2025-11,4.0,9.0,1.0
269.0,DZF,DZF,DZF,2025-11-14,DZF,284,Local crossbred,Cow,,left,10.0,CIDR+GnRH+PGF+GnRH,Frozen,,2025-11-13,Ruben,Javeria,,6.0,1.0,,7.0,2025-12-12,Open,,,,2025-11-05,991,Grey Brahman,2.1,SM007,,Conventional,Beef Crossbred,,,,0.0,2025-11,4.0,9.0,1.0
270.0,DZF,DZF,DZF,2025-11-14,DZF,293,Local crossbred,Cow,,left,12.0,CIDR+GnRH+PGF+GnRH,Frozen,,2025-11-13,Ruben,Javeria,,6.0,1.0,,7.0,2025-12-12,Open,,,,2025-11-05,402,Grey Brahman,,JDH Janos Manso 709,2.0,Conventional,Grey Brahman,,,,0.0,2025-11,4.0,9.0,1.0
271.0,DZF,DZF,DZF,2025-11-14,DZF,294,Local crossbred,Cow,,right,19.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Javeria,,4.0,1.0,,7.0,2025-12-12,Open,,,,2025-11-06,D3,Nukra,,BRC MR. JUMANJI 67,2.1,Conventional,Grey Brahman,,,,0.0,2025-11,4.0,8.0,
272.0,DZF,DZF,DZF,2025-11-14,DZF,295,Local crossbred,Cow,,left,13.0,CIDR+GnRH+PGF+GnRH,Frozen,,2025-11-13,Ruben,Javeria,,6.0,1.0,,7.0,2025-12-12,Open,,,,2025-11-05,2/4,Red Brahman,2.8,Mr Karu Manso 800,3.7,Sexed Female,Grey Brahman,,,,0.0,2025-11,4.0,9.0,1.0
273.0,DZF,DZF,DZF,2025-11-14,DZF,296,Local crossbred,Cow,,left,13.0,CIDR+GnRH+PGF+GnRH,Frozen,,2025-11-13,Ruben,Javeria,,6.0,1.0,,7.0,2025-12-12,Open,,,,2025-11-05,984,Grey Brahman,2.2,SM007,,Conventional,Beef Crossbred,,,,0.0,2025-11,4.0,9.0,1.0
274.0,DZF,DZF,DZF,2025-11-14,DZF,297,Local crossbred,Cow,,right,10.0,CIDR+GnRH+PGF+GnRH,Frozen,,2025-11-13,Ruben,Javeria,,7.0,1.0,,7.0,2025-12-12,Open,,,,2025-11-05,BrafordBBQ,Braford,,JDH Janos Manso 709,2.0,Conventional,Grey Brahman,,,,0.0,2025-11,4.0,9.0,1.0
275.0,DZF,DZF,DZF,2025-11-14,DZF,298,Local crossbred,Cow,,right,9.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Javeria,,5.0,1.0,,7.0,2025-12-12,Open,,,,2025-11-06,D3,Nukra,,BRC MR. JUMANJI 67,2.1,Conventional,Grey Brahman,,,,0.0,2025-11,4.0,8.0,
276.0,DZF,DZF,DZF,2025-11-14,DZF,299,Local crossbred,Cow,,right,14.0,CIDR+GnRH+PGF+GnRH,Frozen,,2025-11-13,Ruben,Javeria,,6.0,1.0,,7.0,2025-12-12,Pregnant,,,,2025-11-05,984,Grey Brahman,2.2,SM007,,Conventional,Beef Crossbred,,,96.0,1.0,2025-11,4.0,9.0,1.0
277.0,DZF,DZF,DZF,2025-11-14,DZF,302,Local crossbred,Cow,,left,17.0,CIDR+GnRH+PGF+GnRH,Frozen,,2025-11-13,Ruben,Javeria,,6.0,1.0,,7.0,2025-12-12,Pregnant,,,,2025-11-05,2/4,Red Brahman,2.8,Mr Karu Manso 800,3.7,Sexed Female,Grey Brahman,,,96.0,1.0,2025-11,4.0,9.0,1.0
278.0,DZF,DZF,DZF,2025-11-14,DZF,329,Local crossbred,Cow,,left,13.0,CIDR+GnRH+PGF+GnRH,Frozen,,2025-11-13,Ruben,Javeria,,7.0,1.0,,7.0,2025-12-12,Pregnant,,,,2025-11-05,609,Grey Brahman,2.3,Mr Karu Manso 800,3.7,Sexed Female,Grey Brahman,,,96.0,1.0,2025-11,4.0,9.0,1.0
279.0,DZF,DZF,DZF,2025-11-14,DZF,343,Local crossbred,Cow,,left,17.0,CIDR+GnRH+PGF+GnRH,Frozen,,2025-11-13,Ruben,Javeria,,6.0,1.0,,7.0,2025-12-12,Pregnant,,,,2025-11-05,747,Grey Brahman,1.6,Mr Karu Manso 800,3.7,Sexed Female,Grey Brahman,,,96.0,1.0,2025-11,4.0,9.0,1.0
280.0,DZF,DZF,DZF,2025-11-14,DZF,344,Local crossbred,Cow,,right,10.0,CIDR+GnRH+PGF+GnRH,Frozen,,2025-11-13,Ruben,Javeria,,6.0,1.0,,7.0,2025-12-12,Open,,,,2025-11-05,2/4,Red Brahman,2.8,Mr Karu Manso 800,3.7,Sexed Female,Grey Brahman,,,,0.0,2025-11,4.0,9.0,1.0
281.0,DZF,DZF,DZF,2025-11-14,DZF,348,Local crossbred,Cow,,right,15.5,CIDR+GnRH+PGF+GnRH,Frozen,,2025-11-13,Ruben,Javeria,,6.0,1.0,,7.0,2025-12-12,Open,,,,2025-11-05,984,Grey Brahman,2.2,SM007,,Conventional,Beef Crossbred,,,,0.0,2025-11,4.0,9.0,1.0
282.0,DZF,DZF,DZF,2025-11-14,DZF,349,Local crossbred,Cow,,left,10.0,CIDR+GnRH+PGF+GnRH,Frozen,,2025-11-13,Ruben,Javeria,,7.0,1.0,,7.0,2025-12-12,Pregnant,,,,2025-11-05,609,Grey Brahman,2.3,Mr Karu Manso 800,3.7,Sexed Female,Grey Brahman,,,96.0,1.0,2025-11,4.0,9.0,1.0
283.0,DZF,DZF,DZF,2025-11-14,DZF,351,Local crossbred,Cow,,left,9.0,CIDR+GnRH+PGF+GnRH,Frozen,,2025-11-13,Ruben,Javeria,,6.0,1.0,,7.0,2025-12-12,Open,,,,2025-11-05,991,Grey Brahman,2.1,SM007,,Conventional,Beef Crossbred,,,,0.0,2025-11,4.0,9.0,1.0
284.0,DZF,DZF,DZF,2025-11-14,DZF,353,Local crossbred,Cow,,left,13.0,CIDR+GnRH+PGF+GnRH,Frozen,,2025-11-13,Ruben,Javeria,,6.0,1.0,,7.0,2025-12-12,Open,,,,2025-11-05,984,Grey Brahman,2.2,SM007,,Conventional,Beef Crossbred,,,,0.0,2025-11,4.0,9.0,1.0
285.0,DZF,DZF,DZF,2025-11-14,DZF,357,Local crossbred,Cow,,left,10.0,CIDR+GnRH+PGF+GnRH,Frozen,,2025-11-13,Ruben,Javeria,,7.0,1.0,,7.0,2025-12-12,Open,,,,2025-11-05,2/4,Red Brahman,2.8,Mr Karu Manso 800,3.7,Sexed Female,Grey Brahman,,,,0.0,2025-11,4.0,9.0,1.0
286.0,DZF,DZF,DZF,2025-11-14,DZF,358,Local crossbred,Cow,,left,13.0,CIDR+GnRH+PGF+GnRH,Frozen,,2025-11-13,Ruben,Javeria,,7.0,1.0,,7.0,2025-12-12,Open,,,,2025-11-05,2/4,Red Brahman,2.8,Mr Karu Manso 800,3.7,Sexed Female,Grey Brahman,,,,0.0,2025-11,4.0,9.0,1.0
287.0,DZF,DZF,DZF,2025-11-14,DZF,361,Local crossbred,Cow,,left,8.0,CIDR+GnRH+PGF+GnRH,Frozen,,2025-11-13,Ruben,Javeria,,6.0,1.0,,7.0,2025-12-12,Open,,,,2025-11-05,609,Grey Brahman,2.3,Mr Karu Manso 800,3.7,Sexed Female,Grey Brahman,,,,0.0,2025-11,4.0,9.0,1.0
288.0,DZF,DZF,DZF,2025-11-14,DZF,362,Local crossbred,Cow,,right,11.5,CIDR+GnRH+PGF+GnRH,Frozen,,2025-11-13,Ruben,Javeria,,7.0,1.0,,7.0,2025-12-12,Pregnant,,,,2025-11-05,402,Grey Brahman,,JDH Janos Manso 709,2.0,Conventional,Grey Brahman,,,96.0,1.0,2025-11,4.0,9.0,1.0
289.0,DZF,DZF,DZF,2025-11-14,DZF,363,Local crossbred,Cow,,right,10.0,CIDR+GnRH+PGF+GnRH,Frozen,,2025-11-13,Ruben,Javeria,,7.0,1.0,,7.0,2025-12-12,Open,,,,2025-11-05,BrafordBBQ,Braford,,JDH Janos Manso 709,2.0,Conventional,Grey Brahman,,,,0.0,2025-11,4.0,9.0,1.0
290.0,DZF,DZF,DZF,2025-11-14,DZF,366,Local crossbred,Cow,,right,9.0,CIDR+GnRH+PGF+GnRH,Frozen,,2025-11-13,Ruben,Javeria,,6.0,1.0,,7.0,2025-12-12,Open,,,,2025-11-05,2/4,Red Brahman,2.8,Mr Karu Manso 800,3.7,Sexed Female,Grey Brahman,,,,0.0,2025-11,4.0,9.0,1.0
291.0,DZF,DZF,Maidan Cattle (Karachi),2025-11-27,Maidan Cattle (Karachi),39,Local crossbred,Cow,,left,21.0,CIDR+GnRH+PGF+GnRH,Frozen,,2025-11-15,Ruben,Umer,,6.0,1.0,,7.0,,Pregnant,,,,2025-11-07,257,Grey Brahman,1.6,JDH Janos Manso 709,2.0,Conventional,Grey Brahman,,,,1.0,2025-11,3.0,20.0,12.0
292.0,DZF,DZF,Maidan Cattle (Karachi),2025-11-27,Maidan Cattle (Karachi),HF No Tag,Local crossbred,Cow,,left,22.0,CIDR+GnRH+PGF+GnRH,Frozen,,2025-11-15,Ruben,Umer,,7.0,1.0,,7.0,,Open,,,,2025-11-07,257,Grey Brahman,1.6,JDH Janos Manso 709,2.0,Conventional,Grey Brahman,,,,0.0,2025-11,3.0,20.0,12.0
293.0,DZF,DZF,Maidan Cattle (Karachi),2025-11-27,Maidan Cattle (Karachi),HF Black,Local crossbred,Cow,,left,20.0,CIDR+GnRH+PGF+GnRH,Frozen,,2025-11-15,Ruben,Umer,,7.0,1.0,,7.0,,Open,,,,2025-11-07,257,Grey Brahman,1.6,JDH Janos Manso 709,2.0,Conventional,Grey Brahman,,,,0.0,2025-11,3.0,20.0,12.0
294.0,DZF,DZF,Maidan Cattle (Karachi),2025-11-27,Maidan Cattle (Karachi),Cholistani,Local crossbred,Cow,,right,17.0,CIDR+GnRH+PGF+GnRH,Frozen,,2025-11-15,Ruben,Umer,,7.0,1.0,,7.0,,Pregnant,,,,2025-11-07,248,Grey Brahman,1.4,JDH Janos Manso 709,2.0,Conventional,Grey Brahman,,,,1.0,2025-11,3.0,20.0,12.0
295.0,DZF,DZF,Maidan Cattle (Karachi),2025-11-27,Maidan Cattle (Karachi),Sahiwal,Local crossbred,Cow,,left,14.0,CIDR+GnRH+PGF+GnRH,Frozen,,2025-11-15,Ruben,Umer,,7.0,1.0,,7.0,,Open,,,,2025-11-07,248,Grey Brahman,1.4,JDH Janos Manso 709,2.0,Conventional,Grey Brahman,,,,0.0,2025-11,3.0,20.0,12.0
296.0,DZF,DZF,Model Cattle (Karachi),2025-11-27,Model Cattle (Karachi),25/1,Local crossbred,Cow,,left,17.5,CIDR+GnRH+PGF+GnRH,Frozen,,2025-11-26,Ruben,Umer,,7.0,1.0,,7.0,,Open,,,,2025-11-18,18/2,Beef crossbred,,Modesto 209,,Conventional,,,,,0.0,2025-11,3.0,9.0,1.0
297.0,DZF,DZF,Model Cattle (Karachi),2025-11-27,Model Cattle (Karachi),17/1,Local crossbred,Cow,,right,17.0,CIDR+GnRH+PGF+GnRH,Frozen,,2025-11-26,Ruben,Umer,,7.0,1.0,,7.0,,Open,,,,2025-11-18,18/2,Beef crossbred,,Modesto 209,,Conventional,,,,,0.0,2025-11,3.0,9.0,1.0
298.0,DZF,DZF,Model Cattle (Karachi),2025-11-27,Model Cattle (Karachi),49,Local crossbred,Cow,,right,21.0,CIDR+GnRH+PGF+GnRH,Frozen,,2025-11-26,Ruben,Umer,,7.0,1.0,,7.0,,Open,,,,2025-11-18,3012,Beef crossbred,,Modesto 209,,Conventional,,,,,0.0,2025-11,3.0,9.0,1.0
299.0,DZF,DZF,Model Cattle (Karachi),2025-11-27,Model Cattle (Karachi),46,Local crossbred,Cow,,right,21.5,CIDR+GnRH+PGF+GnRH,Frozen,,2025-11-26,Ruben,Umer,,7.0,1.0,,7.0,,Open,,,,2025-11-18,18/2,Beef crossbred,,Modesto 209,,Conventional,,,,,0.0,2025-11,3.0,9.0,1.0
300.0,DZF,DZF,Model Cattle (Karachi),2025-11-27,Model Cattle (Karachi),24/1,Local crossbred,Cow,,right,19.5,CIDR+GnRH+PGF+GnRH,Frozen,,2025-11-26,Ruben,Umer,,7.0,1.0,,7.0,,Open,,,,2025-11-18,18/2,Beef crossbred,,Modesto 209,,Conventional,,,,,0.0,2025-11,3.0,9.0,1.0
301.0,DZF,DZF,Model Cattle (Karachi),2025-11-27,Model Cattle (Karachi),32/2,Local crossbred,Cow,,right,13.5,CIDR+GnRH+PGF+GnRH,Frozen,,2025-11-26,Ruben,Umer,,7.0,1.0,,7.0,,Open,,,,2025-11-18,18/2,Beef crossbred,,Modesto 209,,Conventional,,,,,0.0,2025-11,3.0,9.0,1.0
302.0,DZF,DZF,Model Cattle (Karachi),2025-11-27,Model Cattle (Karachi),22/1,Local crossbred,Cow,,left,15.0,CIDR+GnRH+PGF+GnRH,Frozen,,2025-11-26,Ruben,Umer,,6.0,1.0,,7.0,,Pregnant,,,,2025-11-18,18/2,Beef crossbred,,Modesto 209,,Conventional,,,,,1.0,2025-11,3.0,9.0,1.0
303.0,DZF,DZF,Model Cattle (Karachi),2025-11-27,Model Cattle (Karachi),58,Local crossbred,Cow,,left,14.5,CIDR+GnRH+PGF+GnRH,Frozen,,2025-11-26,Ruben,Umer,,6.0,1.0,,7.0,,Open,,,,2025-11-18,18/2,Beef crossbred,,Modesto 209,,Conventional,,,,,0.0,2025-11,3.0,9.0,1.0
304.0,DZF,DZF,DZF,2025-11-30,DZF,276,Local crossbred,Cow,,right,13.5,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Javeria,,7.0,1.0,,6.0,2026-01-03,Pregnant,,,,2025-11-23,909,Grey Brahman,2.1,Mr H Pride of Maddox Manso 684/8,2.7,Conventional,Grey Brahman,,,80.0,1.0,2025-11,6.0,7.0,
305.0,DZF,DZF,DZF,2025-11-30,DZF,279,Local crossbred,Cow,,right,12.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Javeria,,7.0,1.0,,6.0,2026-01-03,Open,,,,2025-11-23,909,Grey Brahman,2.1,Mr H Pride of Maddox Manso 684/8,2.7,Conventional,Grey Brahman,,,,0.0,2025-11,6.0,7.0,
306.0,DZF,DZF,DZF,2025-11-30,DZF,290,Local crossbred,Cow,,right,15.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Javeria,,7.0,1.0,,6.0,2026-01-03,Open,,,,2025-11-23,909,Grey Brahman,2.1,Mr H Pride of Maddox Manso 684/8,2.7,Conventional,Grey Brahman,,,,0.0,2025-11,6.0,7.0,
307.0,DZF,DZF,DZF,2025-11-30,DZF,32165,Local crossbred,Cow,,right,15.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Javeria,,7.0,1.0,,6.0,2026-01-03,Pregnant,,,,2025-11-23,909,Grey Brahman,2.1,Mr H Pride of Maddox Manso 684/8,2.7,Conventional,Grey Brahman,,,80.0,1.0,2025-11,6.0,7.0,
308.0,DZF,DZF,DZF,2025-11-30,DZF,80,Local crossbred,Cow,,left,13.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Javeria,,7.0,1.0,,6.0,2026-01-03,Open,,,,2025-11-23,909,Grey Brahman,2.1,Mr H Pride of Maddox Manso 684/8,2.7,Conventional,Grey Brahman,,,,0.0,2025-11,6.0,7.0,
309.0,DZF,DZF,DZF,2025-11-30,DZF,82,Local crossbred,Cow,,right,17.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Javeria,,7.0,1.0,,6.0,2026-01-03,Pregnant,,,,2025-11-23,909,Grey Brahman,2.1,Mr H Pride of Maddox Manso 684/8,2.7,Conventional,Grey Brahman,,,80.0,1.0,2025-11,6.0,7.0,
